id_diagnostico,sector,tamano_empresa,porcentaje_procesos_documentados,presupuesto_anual_tecnología,respuesta_texto,nivel_madurez,recomendacion_principal
DIAG_1719,Manufactura,Grande,0.51,143000000,Tenemos procesos estandarizados en la mayoría de áreas clave. Nos gustaría mejorar pronto.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
DIAG_1720,Tecnología,Micro,0.19,8000000,Perdemos mucha información porque todo se anota en cuadernos.,Inicial,Mapear flujos de trabajo de desarrollo y usar repositorios de código centralizados.
"DIAG_1721,Retail,Pequeña,0.18,3000000,""Todo es manual, dependemos de una sola persona para la contabilidad."",Inicial,Implementar un sistema POS básico para abandonar el registro manual de ventas."
DIAG_1722,Servicios,Grande,0.52,82000000,Tenemos procesos estandarizados en la mayoría de áreas clave. Nos gustaría mejorar pronto.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
DIAG_1723,Tecnología,Grande,0.38,11000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs.
DIAG_1724,Manufactura,Micro,0.31,50000000,Hay guías básicas pero no siempre se cumplen los estándares.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
"DIAG_1725,Retail,Pequeña,0.1,5000000,""El trabajo es muy empírico, no hay documentación de lo que hacemos."",Inicial,Implementar un sistema POS básico para abandonar el registro manual de ventas."
DIAG_1726,Retail,Grande,0.53,53000000,Usamos un ERP pero nos falta integración con la parte de ventas.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
DIAG_1727,Tecnología,Pequeña,0.74,50000000,Tenemos procesos estandarizados en la mayoría de áreas clave.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_1728,Servicios,Micro,0.26,43000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Implementar un CRM para el seguimiento estructurado de ventas y clientes.
DIAG_1729,Retail,Grande,0.87,436000000,Operamos con metodologías ágiles y sistemas integrados en la nube.,Optimizado,Automatizar pronóstico de demanda con modelos predictivos en tiempo real.
DIAG_1730,Tecnología,Grande,0.69,59000000,Documentamos todo y tenemos claridad de los roles y responsabilidades.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_1731,Retail,Mediana,0.54,79000000,Tenemos procesos estandarizados en la mayoría de áreas clave. Nos gustaría mejorar pronto.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
"DIAG_1732,Manufactura,Micro,0.16,5000000,""No tenemos procesos definidos, usamos hojas de cálculo desordenadas."",Inicial,Estandarizar el registro diario de mermas e inventario en plantillas compartidas."
DIAG_1733,Manufactura,Grande,0.52,70000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
"DIAG_1734,Tecnología,Pequeña,0.08,1000000,""El trabajo es muy empírico, no hay documentación de lo que hacemos."",Inicial,Mapear flujos de trabajo de desarrollo y usar repositorios de código centralizados."
DIAG_1735,Tecnología,Grande,0.93,166000000,Operamos con metodologías ágiles y sistemas integrados en la nube.,Optimizado,Aplicar MLOps y analítica predictiva para optimizar el ciclo de vida del software.
DIAG_1736,Manufactura,Pequeña,0.47,13000000,Intentamos usar software básico pero el equipo no se adapta del todo. Nos gustaría mejorar pronto.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
"DIAG_1737,Manufactura,Micro,0.1,10000000,""No tenemos procesos definidos, usamos hojas de cálculo desordenadas."",Inicial,Estandarizar el registro diario de mermas e inventario en plantillas compartidas."
DIAG_1738,Tecnología,Mediana,0.48,48000000,Estamos empezando a documentar nuestros procesos pero falta mucho.,En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs.
DIAG_1739,Tecnología,Grande,0.58,55000000,Usamos un ERP pero nos falta integración con la parte de ventas. Nos gustaría mejorar pronto.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_1740,Servicios,Pequeña,0.63,88000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
DIAG_1741,Retail,Micro,0.21,22000000,Estamos empezando a documentar nuestros procesos pero falta mucho.,En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital.
DIAG_1742,Servicios,Micro,0.22,34000000,Hay guías básicas pero no siempre se cumplen los estándares.,En Desarrollo,Implementar un CRM para el seguimiento estructurado de ventas y clientes.
"DIAG_1743,Servicios,Grande,0.02,2000000,""No tenemos procesos definidos, usamos hojas de cálculo desordenadas."",Inicial,Digitalizar la base de datos de clientes y centralizar la agenda de servicios."
DIAG_1744,Manufactura,Mediana,0.6,57000000,Usamos un ERP pero nos falta integración con la parte de ventas.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
"DIAG_1745,Tecnología,Micro,0.08,9000000,""No tenemos procesos definidos, usamos hojas de cálculo desordenadas."",Inicial,Mapear flujos de trabajo de desarrollo y usar repositorios de código centralizados."
"DIAG_1746,Tecnología,Pequeña,0.02,3000000,""Todo es manual, dependemos de una sola persona para la contabilidad."",Inicial,Mapear flujos de trabajo de desarrollo y usar repositorios de código centralizados."
"DIAG_1747,Manufactura,Micro,0.07,4000000,""El trabajo es muy empírico, no hay documentación de lo que hacemos."",Inicial,Estandarizar el registro diario de mermas e inventario en plantillas compartidas."
DIAG_1748,Retail,Grande,0.93,486000000,Nuestros procesos se auditan solos con inteligencia de negocios. Nos gustaría mejorar pronto.,Optimizado,Automatizar pronóstico de demanda con modelos predictivos en tiempo real.
DIAG_1749,Manufactura,Pequeña,0.14,6000000,Perdemos mucha información porque todo se anota en cuadernos.,Inicial,Estandarizar el registro diario de mermas e inventario en plantillas compartidas.
DIAG_1750,Retail,Grande,0.78,149000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
DIAG_1751,Retail,Mediana,0.41,42000000,Intentamos usar software básico pero el equipo no se adapta del todo. Nos gustaría mejorar pronto.,En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital.
DIAG_1752,Manufactura,Grande,0.06,4000000,Perdemos mucha información porque todo se anota en cuadernos.,Inicial,Estandarizar el registro diario de mermas e inventario en plantillas compartidas.
"DIAG_1753,Retail,Mediana,0.24,19000000,""Tenemos algunos sistemas aislados, hay mucho desorden todavía. Nos gustaría mejorar pronto."",En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital."
DIAG_1754,Retail,Grande,0.99,160000000,Nuestros procesos se auditan solos con inteligencia de negocios.,Optimizado,Automatizar pronóstico de demanda con modelos predictivos en tiempo real.
DIAG_1755,Tecnología,Mediana,0.68,88000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_1756,Tecnología,Micro,0.76,99000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_1757,Servicios,Grande,0.51,76000000,Documentamos todo y tenemos claridad de los roles y responsabilidades.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
"DIAG_1758,Servicios,Micro,0.01,6000000,""El trabajo es muy empírico, no hay documentación de lo que hacemos."",Inicial,Digitalizar la base de datos de clientes y centralizar la agenda de servicios."
DIAG_1759,Manufactura,Mediana,0.73,93000000,Usamos un ERP pero nos falta integración con la parte de ventas.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
DIAG_1760,Servicios,Grande,0.74,120000000,Tenemos procesos estandarizados en la mayoría de áreas clave.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
DIAG_1761,Manufactura,Grande,0.91,440000000,Nuestros procesos se auditan solos con inteligencia de negocios.,Optimizado,Implementar sensores IoT en maquinaria para mantenimiento predictivo automatizado.
DIAG_1762,Manufactura,Pequeña,0.09,4000000,Perdemos mucha información porque todo se anota en cuadernos. Nos gustaría mejorar pronto.,Inicial,Estandarizar el registro diario de mermas e inventario en plantillas compartidas.
DIAG_1763,Tecnología,Mediana,0.53,81000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_1764,Manufactura,Mediana,0.21,27000000,Hay guías básicas pero no siempre se cumplen los estándares.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
"DIAG_1765,Manufactura,Micro,0.06,6000000,""Todo es manual, dependemos de una sola persona para la contabilidad."",Inicial,Estandarizar el registro diario de mermas e inventario en plantillas compartidas."
DIAG_1766,Retail,Grande,0.8,154000000,Nuestros procesos se auditan solos con inteligencia de negocios.,Optimizado,Automatizar pronóstico de demanda con modelos predictivos en tiempo real.
DIAG_1767,Manufactura,Grande,0.62,124000000,Usamos un ERP pero nos falta integración con la parte de ventas.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
DIAG_1768,Manufactura,Mediana,0.33,26000000,Estamos empezando a documentar nuestros procesos pero falta mucho.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
DIAG_1769,Manufactura,Mediana,0.24,50000000,Hay guías básicas pero no siempre se cumplen los estándares. Nos gustaría mejorar pronto.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
DIAG_1770,Tecnología,Pequeña,0.4,21000000,Estamos empezando a documentar nuestros procesos pero falta mucho.,En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs.
DIAG_1771,Servicios,Mediana,0.67,79000000,Tenemos procesos estandarizados en la mayoría de áreas clave. Nos gustaría mejorar pronto.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
DIAG_1772,Manufactura,Mediana,0.7,95000000,Tenemos procesos estandarizados en la mayoría de áreas clave.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
DIAG_1773,Tecnología,Pequeña,0.53,114000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
"DIAG_1774,Tecnología,Pequeña,0.3,33000000,""Tenemos algunos sistemas aislados, hay mucho desorden todavía."",En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs."
DIAG_1775,Servicios,Micro,0.18,3000000,Perdemos mucha información porque todo se anota en cuadernos. Nos gustaría mejorar pronto.,Inicial,Digitalizar la base de datos de clientes y centralizar la agenda de servicios.
DIAG_1776,Manufactura,Mediana,0.77,97000000,Documentamos todo y tenemos claridad de los roles y responsabilidades.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
"DIAG_1777,Manufactura,Micro,0.07,5000000,""No tenemos procesos definidos, usamos hojas de cálculo desordenadas."",Inicial,Estandarizar el registro diario de mermas e inventario en plantillas compartidas."
"DIAG_1778,Tecnología,Micro,0.16,9000000,""No tenemos procesos definidos, usamos hojas de cálculo desordenadas."",Inicial,Mapear flujos de trabajo de desarrollo y usar repositorios de código centralizados."
DIAG_1779,Manufactura,Pequeña,0.75,54000000,Documentamos todo y tenemos claridad de los roles y responsabilidades.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
"DIAG_1780,Retail,Grande,0.19,4000000,""Todo es manual, dependemos de una sola persona para la contabilidad."",Inicial,Implementar un sistema POS básico para abandonar el registro manual de ventas."
DIAG_1781,Servicios,Micro,0.68,134000000,Tenemos procesos estandarizados en la mayoría de áreas clave.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
DIAG_1782,Servicios,Mediana,0.56,123000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
DIAG_1783,Retail,Mediana,0.74,96000000,Usamos un ERP pero nos falta integración con la parte de ventas.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
"DIAG_1784,Manufactura,Micro,0.33,36000000,""Tenemos algunos sistemas aislados, hay mucho desorden todavía."",En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales."
DIAG_1785,Manufactura,Micro,0.4,48000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
"DIAG_1786,Servicios,Pequeña,0.48,25000000,""Tenemos algunos sistemas aislados, hay mucho desorden todavía."",En Desarrollo,Implementar un CRM para el seguimiento estructurado de ventas y clientes."
DIAG_1787,Servicios,Pequeña,0.44,31000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Implementar un CRM para el seguimiento estructurado de ventas y clientes.
DIAG_1788,Tecnología,Grande,0.35,19000000,Hay guías básicas pero no siempre se cumplen los estándares.,En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs.
DIAG_1789,Retail,Pequeña,0.2,17000000,Hay guías básicas pero no siempre se cumplen los estándares.,En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital.
"DIAG_1790,Servicios,Micro,0.17,7000000,""No tenemos procesos definidos, usamos hojas de cálculo desordenadas. Nos gustaría mejorar pronto."",Inicial,Digitalizar la base de datos de clientes y centralizar la agenda de servicios."
"DIAG_1791,Retail,Micro,0.35,43000000,""Tenemos algunos sistemas aislados, hay mucho desorden todavía."",En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital."
DIAG_1792,Servicios,Mediana,0.62,121000000,Usamos un ERP pero nos falta integración con la parte de ventas.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
DIAG_1793,Manufactura,Micro,0.47,31000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
"DIAG_1794,Tecnología,Micro,0.15,6000000,""Todo es manual, dependemos de una sola persona para la contabilidad."",Inicial,Mapear flujos de trabajo de desarrollo y usar repositorios de código centralizados."
DIAG_1795,Servicios,Grande,0.29,40000000,Hay guías básicas pero no siempre se cumplen los estándares.,En Desarrollo,Implementar un CRM para el seguimiento estructurado de ventas y clientes.
"DIAG_1796,Retail,Micro,0.47,47000000,""Tenemos algunos sistemas aislados, hay mucho desorden todavía."",En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital."
DIAG_1797,Servicios,Grande,0.33,42000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Implementar un CRM para el seguimiento estructurado de ventas y clientes.
"DIAG_1798,Manufactura,Micro,0.06,6000000,""No tenemos procesos definidos, usamos hojas de cálculo desordenadas. Nos gustaría mejorar pronto."",Inicial,Estandarizar el registro diario de mermas e inventario en plantillas compartidas."
"DIAG_1799,Servicios,Mediana,0.08,3000000,""El trabajo es muy empírico, no hay documentación de lo que hacemos."",Inicial,Digitalizar la base de datos de clientes y centralizar la agenda de servicios."
DIAG_1800,Tecnología,Pequeña,0.66,123000000,Documentamos todo y tenemos claridad de los roles y responsabilidades.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_1801,Manufactura,Micro,0.29,17000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
DIAG_1802,Servicios,Grande,0.77,86000000,Usamos un ERP pero nos falta integración con la parte de ventas.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
"DIAG_1803,Manufactura,Micro,0.13,3000000,""No tenemos procesos definidos, usamos hojas de cálculo desordenadas. Nos gustaría mejorar pronto."",Inicial,Estandarizar el registro diario de mermas e inventario en plantillas compartidas."
"DIAG_1804,Retail,Micro,0.19,9000000,""Todo es manual, dependemos de una sola persona para la contabilidad."",Inicial,Implementar un sistema POS básico para abandonar el registro manual de ventas."
DIAG_1805,Retail,Micro,0.45,11000000,Hay guías básicas pero no siempre se cumplen los estándares.,En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital.
DIAG_1806,Manufactura,Grande,0.9,382000000,Nuestros procesos se auditan solos con inteligencia de negocios.,Optimizado,Implementar sensores IoT en maquinaria para mantenimiento predictivo automatizado.
DIAG_1807,Tecnología,Micro,0.18,8000000,Perdemos mucha información porque todo se anota en cuadernos.,Inicial,Mapear flujos de trabajo de desarrollo y usar repositorios de código centralizados.
DIAG_1808,Retail,Mediana,0.49,15000000,Estamos empezando a documentar nuestros procesos pero falta mucho.,En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital.
"DIAG_1809,Retail,Micro,0.03,6000000,""El trabajo es muy empírico, no hay documentación de lo que hacemos."",Inicial,Implementar un sistema POS básico para abandonar el registro manual de ventas."
DIAG_1810,Tecnología,Mediana,0.63,140000000,Tenemos procesos estandarizados en la mayoría de áreas clave.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_1811,Manufactura,Pequeña,0.48,50000000,Estamos empezando a documentar nuestros procesos pero falta mucho. Nos gustaría mejorar pronto.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
DIAG_1812,Retail,Grande,0.7,83000000,Usamos un ERP pero nos falta integración con la parte de ventas.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
DIAG_1813,Servicios,Pequeña,0.06,4000000,Perdemos mucha información porque todo se anota en cuadernos.,Inicial,Digitalizar la base de datos de clientes y centralizar la agenda de servicios.
"DIAG_1814,Tecnología,Pequeña,0.09,8000000,""Todo es manual, dependemos de una sola persona para la contabilidad."",Inicial,Mapear flujos de trabajo de desarrollo y usar repositorios de código centralizados."
DIAG_1815,Retail,Pequeña,0.63,83000000,Tenemos procesos estandarizados en la mayoría de áreas clave.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
DIAG_1816,Retail,Mediana,0.36,21000000,Hay guías básicas pero no siempre se cumplen los estándares.,En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital.
DIAG_1817,Retail,Mediana,0.65,130000000,Documentamos todo y tenemos claridad de los roles y responsabilidades.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
DIAG_1818,Manufactura,Grande,0.82,207000000,Operamos con metodologías ágiles y sistemas integrados en la nube.,Optimizado,Implementar sensores IoT en maquinaria para mantenimiento predictivo automatizado.
DIAG_1819,Manufactura,Grande,0.6,134000000,Documentamos todo y tenemos claridad de los roles y responsabilidades.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
DIAG_1820,Retail,Grande,0.7,94000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
DIAG_1821,Retail,Grande,0.38,25000000,Hay guías básicas pero no siempre se cumplen los estándares. Nos gustaría mejorar pronto.,En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital.
DIAG_1822,Manufactura,Pequeña,0.22,30000000,Hay guías básicas pero no siempre se cumplen los estándares.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
DIAG_1823,Manufactura,Grande,0.96,367000000,Nuestros procesos se auditan solos con inteligencia de negocios.,Optimizado,Implementar sensores IoT en maquinaria para mantenimiento predictivo automatizado.
DIAG_1824,Tecnología,Mediana,0.72,93000000,Documentamos todo y tenemos claridad de los roles y responsabilidades.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_1825,Tecnología,Mediana,0.62,123000000,Documentamos todo y tenemos claridad de los roles y responsabilidades.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
"DIAG_1826,Retail,Micro,0.03,9000000,""El trabajo es muy empírico, no hay documentación de lo que hacemos. Nos gustaría mejorar pronto."",Inicial,Implementar un sistema POS básico para abandonar el registro manual de ventas."
"DIAG_1827,Tecnología,Grande,0.96,320000000,""Todo está automatizado, usamos datos para mejorar continuamente."",Optimizado,Aplicar MLOps y analítica predictiva para optimizar el ciclo de vida del software."
"DIAG_1828,Tecnología,Micro,0.31,22000000,""Tenemos algunos sistemas aislados, hay mucho desorden todavía."",En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs."
"DIAG_1829,Servicios,Pequeña,0.16,6000000,""El trabajo es muy empírico, no hay documentación de lo que hacemos."",Inicial,Digitalizar la base de datos de clientes y centralizar la agenda de servicios."
DIAG_1830,Retail,Pequeña,0.51,52000000,Tenemos procesos estandarizados en la mayoría de áreas clave.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
DIAG_1831,Tecnología,Grande,0.81,294000000,Nuestros procesos se auditan solos con inteligencia de negocios.,Optimizado,Aplicar MLOps y analítica predictiva para optimizar el ciclo de vida del software.
DIAG_1832,Retail,Pequeña,0.28,17000000,Estamos empezando a documentar nuestros procesos pero falta mucho.,En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital.
DIAG_1833,Servicios,Grande,0.96,288000000,El equipo es autónomo y la analítica nos guía en cada decisión.,Optimizado,Utilizar analítica avanzada para hiper-personalización y recomendaciones de up-selling.
DIAG_1834,Tecnología,Micro,0.21,44000000,Hay guías básicas pero no siempre se cumplen los estándares.,En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs.
DIAG_1835,Retail,Micro,0.26,48000000,Hay guías básicas pero no siempre se cumplen los estándares.,En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital.
DIAG_1836,Manufactura,Grande,0.29,39000000,Estamos empezando a documentar nuestros procesos pero falta mucho.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
DIAG_1837,Manufactura,Grande,0.59,61000000,Documentamos todo y tenemos claridad de los roles y responsabilidades.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
DIAG_1838,Servicios,Mediana,0.86,423000000,Nuestros procesos se auditan solos con inteligencia de negocios.,Optimizado,Utilizar analítica avanzada para hiper-personalización y recomendaciones de up-selling.
DIAG_1839,Servicios,Micro,0.15,6000000,Perdemos mucha información porque todo se anota en cuadernos.,Inicial,Digitalizar la base de datos de clientes y centralizar la agenda de servicios.
DIAG_1840,Tecnología,Grande,0.67,53000000,Usamos un ERP pero nos falta integración con la parte de ventas.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_1841,Retail,Grande,0.64,63000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
DIAG_1842,Manufactura,Pequeña,0.23,20000000,Estamos empezando a documentar nuestros procesos pero falta mucho.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
DIAG_1843,Servicios,Pequeña,0.24,49000000,Estamos empezando a documentar nuestros procesos pero falta mucho.,En Desarrollo,Implementar un CRM para el seguimiento estructurado de ventas y clientes.
DIAG_1844,Retail,Micro,0.58,89000000,Documentamos todo y tenemos claridad de los roles y responsabilidades.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
"DIAG_1845,Retail,Micro,0.14,10000000,""El trabajo es muy empírico, no hay documentación de lo que hacemos."",Inicial,Implementar un sistema POS básico para abandonar el registro manual de ventas."
"DIAG_1846,Tecnología,Mediana,0.43,41000000,""Tenemos algunos sistemas aislados, hay mucho desorden todavía."",En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs."
"DIAG_1847,Manufactura,Pequeña,0.09,8000000,""El trabajo es muy empírico, no hay documentación de lo que hacemos."",Inicial,Estandarizar el registro diario de mermas e inventario en plantillas compartidas."
DIAG_1848,Tecnología,Micro,0.41,34000000,Hay guías básicas pero no siempre se cumplen los estándares. Nos gustaría mejorar pronto.,En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs.
DIAG_1849,Tecnología,Pequeña,0.25,38000000,Estamos empezando a documentar nuestros procesos pero falta mucho.,En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs.
DIAG_1850,Tecnología,Micro,0.1,9000000,Perdemos mucha información porque todo se anota en cuadernos.,Inicial,Mapear flujos de trabajo de desarrollo y usar repositorios de código centralizados.
"DIAG_1851,Servicios,Grande,0.86,372000000,""Todo está automatizado, usamos datos para mejorar continuamente."",Optimizado,Utilizar analítica avanzada para hiper-personalización y recomendaciones de up-selling."
DIAG_1852,Manufactura,Mediana,0.67,71000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas. Nos gustaría mejorar pronto.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
DIAG_1853,Retail,Mediana,0.64,76000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
DIAG_1854,Retail,Pequeña,0.5,103000000,Documentamos todo y tenemos claridad de los roles y responsabilidades. Nos gustaría mejorar pronto.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
"DIAG_1855,Servicios,Micro,0.06,4000000,""Todo es manual, dependemos de una sola persona para la contabilidad. Nos gustaría mejorar pronto."",Inicial,Digitalizar la base de datos de clientes y centralizar la agenda de servicios."
DIAG_1856,Tecnología,Grande,0.82,469000000,Operamos con metodologías ágiles y sistemas integrados en la nube.,Optimizado,Aplicar MLOps y analítica predictiva para optimizar el ciclo de vida del software.
"DIAG_1857,Retail,Micro,0.13,4000000,""El trabajo es muy empírico, no hay documentación de lo que hacemos."",Inicial,Implementar un sistema POS básico para abandonar el registro manual de ventas."
DIAG_1858,Tecnología,Pequeña,0.59,104000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_1859,Manufactura,Mediana,0.78,121000000,Documentamos todo y tenemos claridad de los roles y responsabilidades.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
"DIAG_1860,Retail,Micro,0.23,23000000,""Tenemos algunos sistemas aislados, hay mucho desorden todavía."",En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital."
"DIAG_1861,Manufactura,Micro,0.44,47000000,""Tenemos algunos sistemas aislados, hay mucho desorden todavía."",En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales."
DIAG_1862,Servicios,Mediana,0.49,49000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Implementar un CRM para el seguimiento estructurado de ventas y clientes.
"DIAG_1863,Servicios,Pequeña,0.2,24000000,""Tenemos algunos sistemas aislados, hay mucho desorden todavía."",En Desarrollo,Implementar un CRM para el seguimiento estructurado de ventas y clientes."
DIAG_1864,Tecnología,Pequeña,0.55,50000000,Usamos un ERP pero nos falta integración con la parte de ventas.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_1865,Tecnología,Pequeña,0.63,110000000,Documentamos todo y tenemos claridad de los roles y responsabilidades.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_1866,Tecnología,Pequeña,0.08,7000000,Perdemos mucha información porque todo se anota en cuadernos.,Inicial,Mapear flujos de trabajo de desarrollo y usar repositorios de código centralizados.
DIAG_1867,Manufactura,Mediana,0.36,48000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
"DIAG_1868,Retail,Mediana,0.45,45000000,""Tenemos algunos sistemas aislados, hay mucho desorden todavía."",En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital."
DIAG_1869,Manufactura,Micro,0.4,21000000,Hay guías básicas pero no siempre se cumplen los estándares. Nos gustaría mejorar pronto.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
DIAG_1870,Manufactura,Grande,0.95,259000000,Operamos con metodologías ágiles y sistemas integrados en la nube.,Optimizado,Implementar sensores IoT en maquinaria para mantenimiento predictivo automatizado.
DIAG_1871,Retail,Grande,0.55,145000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
